City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,alo,7.4178,6.7371,24.31,18,0,0.24,NG,1705712089
82,chonchi,-42.6128,-73.8092,16.56,77,0,2.36,CL,1705712089
83,sitka,57.0531,-135.33,3.94,52,100,2.57,US,1705712089
84,invercargill,-46.4,168.35,18.9,74,85,3.58,NZ,1705712089
85,udachny,66.4167,112.4,-31.42,82,100,2.01,RU,1705712090
86,kuala lipis,4.1842,102.0468,23.24,88,100,0.52,MY,1705712090
87,klyuchi,52.2667,79.1667,-16.0,89,99,2.77,RU,1705712090
88,tongouson,5.0214,120.1328,27.43,81,100,6.3,PH,1705712090
89,margate,51.3813,1.3862,2.61,75,19,2.24,GB,1705712090
90,abrego,8.0807,-73.2205,18.29,68,3,2.92,CO,1705712090
91,cambridge,43.3601,-80.3127,-10.37,73,100,5.66,CA,1705711946
92,mount isa,-20.7333,139.5,28.87,84,100,3.09,AU,1705712090
93,hermanus,-34.4187,19.2345,22.5,56,0,3.94,ZA,1705712091
94,san julian,21.0167,-102.1667,18.26,19,100,2.01,MX,1705712091
95,kokpekty,48.75,82.4,-17.02,81,100,1.53,KZ,1705712091
96,ust-nera,64.5667,143.2,-39.67,98,98,1.43,RU,1705712091
97,port elizabeth,-33.918,25.5701,19.16,81,0,5.66,ZA,1705712091
98,antalaha,-14.9003,50.2788,24.31,91,100,1.3,MG,1705712091
99,cova figueira,14.8905,-24.2934,20.33,69,72,8.08,CV,1705712091
100,kailua-kona,19.6406,-155.9956,28.06,76,20,6.69,US,1705712091
101,kristiansund,63.1115,7.732,-2.97,100,52,1.03,NO,1705712092
102,gracemere,-23.4333,150.45,31.95,62,100,4.12,AU,1705712092
103,carnarvon,-24.8667,113.6333,25.93,65,40,9.45,AU,1705712092
104,vorgashor,67.5833,63.95,-14.82,94,100,7.7,RU,1705712092
105,svetlyy,54.675,20.1347,-0.91,92,100,5.55,RU,1705712092
106,shalqar,47.8333,59.6,-11.77,90,75,3.72,KZ,1705712092
107,kodiak,57.79,-152.4072,3.73,65,40,9.26,US,1705712092
108,itoman,26.1247,127.6694,23.21,78,75,5.14,JP,1705712093
109,mermoz boabab,14.7065,-17.4758,22.88,78,75,4.12,SN,1705712093
110,luanda,-8.8368,13.2343,26.0,79,40,1.03,AO,1705712093
111,nagqu,31.5,92.0,-19.73,90,5,1.35,CN,1705712093
112,cadale,2.7603,46.3222,24.35,80,76,8.74,SO,1705712093
113,christchurch,-43.5333,172.6333,33.56,25,2,10.29,NZ,1705712057
114,songyuan,45.1171,124.8568,-18.3,74,100,5.61,CN,1705712093
115,kani keli,-12.9536,45.1033,28.59,77,100,9.36,YT,1705712093
116,petropavlovsk-kamchatsky,53.0452,158.6483,-3.64,96,100,2.24,RU,1705712093
117,college,64.8569,-147.8028,-22.03,59,20,0.0,US,1705712094
118,anadyr,64.75,177.4833,-9.72,100,40,2.0,RU,1705712094
119,ulan bator,47.9077,106.8832,-24.93,77,75,1.0,MN,1705712094
120,nizhnesortymskiy,62.4397,71.7603,-13.29,86,100,10.81,RU,1705712094
121,igarka,67.4667,86.5833,-16.4,95,100,7.33,RU,1705712094
122,wad rawah,15.1603,33.1397,18.79,23,38,4.42,SD,1705712094
123,jayapura,-2.5333,140.7,26.66,89,100,0.87,ID,1705712094
124,bethanie,-26.4833,17.15,24.39,28,6,2.14,NA,1705712094
125,pangody,65.85,74.4859,-13.88,84,100,12.0,RU,1705712095
126,cancun,21.1743,-86.8466,25.03,88,40,0.0,MX,1705711867
127,fomboni,-12.28,43.7425,28.25,80,100,10.39,KM,1705712095
128,port blair,11.6667,92.75,22.02,94,100,1.03,IN,1705712095
129,sacramento,38.4666,-121.3177,15.72,84,40,2.57,US,1705711816
130,nemuro,43.3236,145.575,-4.37,53,7,6.73,JP,1705712095
131,tharad,24.3961,71.6267,13.96,37,4,2.82,IN,1705712095
132,utrik,11.2278,169.8474,26.12,80,100,10.37,MH,1705712095
133,jamkhandi,16.5167,75.3,20.52,62,5,2.09,IN,1705712096
134,palikir - national government center,6.9248,158.1611,28.41,74,100,5.66,FM,1705712096
135,gadzhiyevo,69.2551,33.3362,-6.05,92,100,5.69,RU,1705712096
136,pervomayskiy,53.2485,40.2871,-4.56,93,100,4.91,RU,1705712096
137,inhambane,-23.865,35.3833,23.62,77,32,6.73,MZ,1705712096
138,oyama,36.3,139.8,8.66,45,100,2.77,JP,1705712096
139,wailua homesteads,22.0669,-159.378,26.24,80,100,5.14,US,1705712096
140,pimentel,-6.8367,-79.9342,25.16,73,0,9.26,PE,1705712096
141,boa vista,2.8197,-60.6733,28.99,51,0,3.6,BR,1705712096
142,longyearbyen,78.2186,15.6401,-18.09,60,0,5.14,SJ,1705712097
143,lompoc,34.6391,-120.4579,18.08,78,75,6.17,US,1705712097
144,arica,-18.475,-70.3042,24.75,73,0,1.54,CL,1705711773
145,saudarkrokur,65.7461,-19.6394,-5.4,77,100,1.16,IS,1705712097
146,shimoda,34.6667,138.95,8.2,87,100,7.71,JP,1705712097
147,lihue,21.9789,-159.3672,26.58,81,100,5.14,US,1705712097
148,qaqortoq,60.7167,-46.0333,-5.55,76,97,3.62,GL,1705712097
149,banda aceh,5.5577,95.3222,25.99,79,100,4.02,ID,1705712097
150,crucecita,-28.95,-58.9833,24.11,83,3,3.32,AR,1705712098
151,castillos,-34.1667,-53.8333,20.1,75,68,5.49,UY,1705712098
152,kingston,17.997,-76.7936,27.53,74,20,5.14,JM,1705711968
153,yanchep,-31.55,115.6833,28.12,48,0,2.21,AU,1705712098
154,serenje,-13.2325,30.2352,17.59,98,100,3.49,ZM,1705712098
155,nova borova,50.693,28.6345,-3.27,90,100,4.19,UA,1705712098
156,revda,56.801,59.9303,-3.08,64,100,6.16,RU,1705712098
157,lazaro cardenas,17.9583,-102.2,26.19,73,100,2.29,MX,1705712098
158,taupo,-38.6833,176.0833,21.8,76,71,2.38,NZ,1705712098
159,north saanich,48.6663,-123.4193,5.26,98,100,2.06,CA,1705712099
160,jamestown,42.097,-79.2353,-7.94,91,100,3.09,US,1705712028
161,punta arenas,-53.15,-70.9167,10.06,71,40,15.43,CL,1705712099
162,tevriz,57.509,72.4042,-30.65,100,100,1.19,RU,1705712099
163,leticia,-4.2153,-69.9406,26.03,94,20,1.03,CO,1705712099
164,port lincoln,-34.7333,135.8667,27.63,34,15,3.22,AU,1705712099
165,akureyri,65.6835,-18.0878,-12.04,72,0,3.09,IS,1705712099
166,hanceville,34.0607,-86.7675,-0.81,83,41,4.36,US,1705712099
167,tarawa,1.419,172.984,32.05,66,40,4.63,KI,1705712099
168,horseheads,42.167,-76.8205,-7.89,78,100,1.54,US,1705712100
169,lushnje,40.9419,19.705,12.95,78,100,1.89,AL,1705712100
170,shache,38.4167,77.2406,-2.94,55,65,2.02,CN,1705712100
171,vilyuchinsk,52.9306,158.4028,-2.82,97,100,1.6,RU,1705712100
172,jingdezhen,29.2947,117.2079,5.42,88,100,2.6,CN,1705712100
173,yaren,-0.5472,166.916,29.22,75,100,5.67,NR,1705712100
174,fuerte olimpo,-21.0415,-57.8738,33.03,37,64,2.73,PY,1705712101
175,wakkanai,45.4094,141.6739,-8.01,86,75,7.2,JP,1705712101
176,bovalino,38.149,16.174,19.63,59,100,1.17,IT,1705712101
177,fale old settlement,-9.3852,-171.2468,29.38,65,27,4.91,TK,1705712101
178,enewetak,11.3474,162.3373,25.98,66,14,10.61,MH,1705712101
179,antonio enes,-16.2325,39.9086,24.58,91,100,5.94,MZ,1705712101
180,avarua,-21.2078,-159.775,27.03,78,20,4.63,CK,1705712101
181,monkey bay,-14.0728,34.9201,23.42,84,100,4.73,MW,1705712101
182,vadso,70.0744,29.7487,-5.91,73,75,6.17,NO,1705712102
183,amga,60.8953,131.9608,-39.27,100,100,0.58,RU,1705712102
184,balykshi,47.0667,51.8667,-4.0,74,0,11.0,KZ,1705712102
185,nar'yan-mar,67.6713,53.087,-12.72,93,100,7.15,RU,1705712102
186,west island,-12.1568,96.8225,26.99,94,40,3.6,CC,1705712102
187,teays valley,38.4501,-81.9293,-4.06,73,100,4.1,US,1705712102
188,dudinka,69.4058,86.1778,-16.32,91,100,10.97,RU,1705712102
189,bikenibeu village,1.3673,173.1241,31.98,66,40,4.63,KI,1705712103
190,louis trichardt,-23.0439,29.9032,14.83,92,100,6.1,ZA,1705712103
191,pryamitsyno,51.6561,35.9314,-1.7,91,100,4.18,RU,1705712103
192,taroa,8.7058,171.2275,27.3,79,23,8.46,MH,1705712103
193,talnakh,69.4865,88.3972,-16.55,93,97,6.85,RU,1705712103
194,plastun,44.7561,136.2939,-13.47,43,97,3.5,RU,1705712103
195,ostrovskoye,57.8057,42.2433,-17.02,98,94,2.27,RU,1705712103
196,okhotsk,59.3833,143.3,-23.2,98,100,2.7,RU,1705712103
197,san rafael del yuma,18.4299,-68.6739,25.11,86,2,2.75,DO,1705712104
198,kapa'a,22.0752,-159.319,26.99,80,100,5.14,US,1705712104
199,yuzhno-kurilsk,44.0306,145.8556,-5.35,56,80,6.46,RU,1705712104
200,stanley,54.868,-1.6985,4.74,74,0,5.14,GB,1705712104
201,shixing,24.9482,114.0657,13.19,79,100,1.43,CN,1705712104
202,singrauli,24.1997,82.6753,7.48,58,0,0.5,IN,1705712104
203,port mathurin,-19.6833,63.4167,27.42,79,71,5.64,MU,1705712104
204,rikaze,29.25,88.8833,-5.92,26,0,1.31,CN,1705712105
205,zirl,47.3028,11.2745,-13.17,89,2,1.03,AT,1705712105
206,medvezh'yegorsk,62.9167,34.4667,-13.83,90,99,4.28,RU,1705712105
207,port macquarie,-31.4333,152.9167,27.16,60,0,4.17,AU,1705712105
208,barah,13.7,30.3667,14.38,20,0,4.32,SD,1705712105
209,floro,61.5996,5.0328,-2.02,86,20,3.09,NO,1705712105
210,tshikapa,-6.4167,20.8,24.43,72,100,0.64,CD,1705712105
211,umm kaddadah,13.6017,26.6876,13.72,21,6,5.61,SD,1705712105
212,isafjordur,66.0755,-23.124,-5.67,84,100,3.23,IS,1705712106
213,reguiba,33.5639,6.7033,18.03,14,0,3.6,DZ,1705712106
214,thanatpin,17.2119,96.3033,20.1,45,2,2.77,MM,1705712106
215,colonia,50.9333,6.95,-1.69,93,0,3.09,DE,1705712036
216,mount gambier,-37.8333,140.7667,27.18,24,100,3.19,AU,1705712106
217,keflavik,64.0049,-22.5624,0.24,93,100,16.98,IS,1705712106
218,sinabang,2.4803,96.3801,26.08,86,100,4.08,ID,1705712106
219,temiskaming shores,47.4938,-79.7153,-19.11,92,100,3.43,CA,1705712106
220,al bawiti,28.3492,28.8659,13.57,48,4,1.73,EG,1705712107
221,hamilton,39.1834,-84.5333,-8.31,75,100,6.17,US,1705712107
222,ust'-ilimsk,58.0006,102.6619,-31.98,100,24,0.45,RU,1705712107
223,hotan,37.0997,79.9269,-2.39,57,97,0.29,CN,1705712107
224,longboat key,27.4125,-82.659,19.05,91,75,3.09,US,1705712008
225,midvagur,62.0511,-7.1939,2.46,87,100,15.95,FO,1705712107
226,chengde,40.9725,117.9361,-7.89,40,100,1.03,CN,1705712107
227,lorengau,-2.0226,147.2712,29.75,70,100,6.09,PG,1705712107
228,narrabri,-30.3167,149.7833,34.18,46,0,0.89,AU,1705712108
229,lucas,41.6501,-83.6666,-6.92,66,100,4.12,US,1705712048
230,laguna,38.421,-121.4238,15.65,84,75,2.57,US,1705711940
231,grand falls-windsor,48.9332,-55.6649,-5.83,79,88,0.45,CA,1705712108
232,taoudenni,22.6783,-3.9836,20.5,12,100,1.24,ML,1705712108
233,paciran,-6.8767,112.3761,27.16,76,93,4.51,ID,1705712108
234,la passe,45.5549,-0.8967,-0.55,77,4,5.91,FR,1705712108
235,keetmanshoop,-26.5833,18.1333,26.51,24,2,0.51,NA,1705712109
236,dhidhdhoo,6.8833,73.1,27.43,77,11,5.68,MV,1705712109
237,taulaga,-11.0553,-171.0883,29.38,70,100,5.39,AS,1705712109
238,dakhla,23.6848,-15.958,20.01,73,35,11.83,EH,1705712109
239,darab,28.7519,54.5444,10.49,31,5,2.46,IR,1705712109
240,khanabad,36.6825,69.1156,5.4,80,16,0.39,AF,1705712109
241,manokwari,-0.8667,134.0833,28.27,73,66,1.0,ID,1705712109
242,malappuram,11.0667,76.0667,23.09,88,40,3.09,IN,1705712110
243,lamar,33.6668,-95.5836,-2.98,44,0,5.14,US,1705712110
244,west wodonga,-36.1257,146.8486,26.7,33,100,2.09,AU,1705712110
245,geraldton,-28.7667,114.6,24.23,69,40,6.69,AU,1705712111
246,muli,2.9167,73.5667,27.02,73,97,2.99,MV,1705712111
247,roma,43.2128,-75.4557,-10.03,71,20,4.63,US,1705712111
248,new norfolk,-42.7826,147.0587,19.95,47,100,0.98,AU,1705712111
249,alice springs,-23.7,133.8833,30.75,56,40,4.02,AU,1705712111
250,zanjan,36.6736,48.4787,3.05,53,100,2.68,IR,1705712111
251,tarauaca,-8.1614,-70.7656,23.92,95,97,0.65,BR,1705712111
252,chililabombwe,-12.3648,27.8229,17.83,97,100,2.84,ZM,1705712112
253,lijiang,26.8688,100.2207,0.49,58,1,1.26,CN,1705712112
254,arraial do cabo,-22.9661,-42.0278,24.92,83,0,2.57,BR,1705712112
255,flying fish cove,-10.4217,105.6791,27.82,83,25,2.06,CX,1705712112
256,vernon,50.2581,-119.2691,-3.55,84,100,2.57,CA,1705711823
257,krasnovishersk,60.4078,57.082,-3.26,94,100,5.54,RU,1705712112
258,soave,45.4211,11.2466,2.11,66,36,2.71,IT,1705712112
259,colares,38.7992,-9.4469,12.72,85,1,11.62,PT,1705712113
260,dera bugti,29.0307,69.151,12.51,28,88,1.79,PK,1705712113
261,kone,-21.0595,164.8658,33.3,57,36,1.95,NC,1705712113
262,codrington,-38.2667,141.9667,24.15,36,100,5.66,AU,1705712113
263,cabo san lucas,22.8909,-109.9124,24.61,68,5,2.24,MX,1705711603
264,port augusta,-32.5,137.7667,35.23,12,8,6.35,AU,1705712113
265,pallasovka,50.05,46.8833,0.87,93,100,7.25,RU,1705712114
266,baynjiwayn,35.6183,45.9541,3.65,71,99,1.18,IQ,1705712114
267,howard springs,-12.497,131.047,30.46,86,100,7.15,AU,1705712114
268,sandur,15.1,76.55,19.55,68,5,3.25,IN,1705712114
269,daru,-9.0763,143.2092,27.92,82,100,4.02,PG,1705712114
270,darabani,48.1833,26.5833,-3.02,90,98,4.77,RO,1705712115
271,mpraeso,6.5932,-0.7346,20.78,75,0,1.12,GH,1705712115
272,ar ruways,24.1103,52.7306,18.39,69,3,5.74,AE,1705712115
273,solwezi,-12.1688,26.3894,17.21,99,100,3.06,ZM,1705712115
274,aykhal,66.0,111.5,-25.83,95,100,2.29,RU,1705712115
275,myrina,39.8797,25.0742,12.58,82,0,2.57,GR,1705712115
276,kavaratti,10.5669,72.642,27.31,71,0,1.86,IN,1705712116
277,la foa,-21.7108,165.8276,30.47,65,51,3.51,NC,1705712116
278,charters towers,-20.1,146.2667,29.3,59,100,4.08,AU,1705712116
279,labrador city,52.9463,-66.9114,-10.05,79,100,5.66,CA,1705712116
280,saint-philippe,-21.3585,55.7679,23.77,86,98,2.26,RE,1705712116
281,hasaki,35.7333,140.8333,9.22,62,100,7.28,JP,1705712116
282,nizhneangarsk,55.7833,109.55,-25.55,87,20,3.13,RU,1705712116
283,ola,59.5833,151.2833,-21.59,86,65,2.06,RU,1705712116
284,susuman,62.7833,148.1667,-37.23,100,99,0.15,RU,1705712117
285,kudahuvadhoo,2.6708,72.8944,27.11,70,96,2.6,MV,1705712117
286,oodweyne,9.4092,45.064,17.76,37,83,2.19,SO,1705712117
287,vila velha,-20.3297,-40.2925,27.97,79,20,5.14,BR,1705712117
288,fortuna,40.5982,-124.1573,16.19,79,100,7.2,US,1705712117
289,noosa heads,-26.3833,153.15,28.52,79,100,3.51,AU,1705712117
290,virginia beach,36.8529,-75.978,3.02,67,75,9.77,US,1705711838
291,afaahiti,-17.75,-149.2833,29.93,71,64,0.41,PF,1705712118
292,greymouth,-42.4667,171.2,20.98,75,7,3.92,NZ,1705712118
293,torredembarra,41.1451,1.3986,9.02,100,100,0.51,ES,1705712118
294,santa ana de yacuma,-13.75,-65.4333,26.95,80,95,1.98,BO,1705712118
295,al kharj,24.155,47.3346,12.32,41,6,1.99,SA,1705712118
296,nazca,-14.8333,-74.95,24.32,73,100,1.08,PE,1705712118
297,voskresenskoye,56.8381,45.4317,-12.22,97,100,0.58,RU,1705712118
298,contamana,-7.3333,-75.0167,26.06,79,89,1.22,PE,1705712119
299,ajasse ipo,8.2333,4.8167,21.58,15,0,1.34,NG,1705712119
300,jordbro,59.1497,18.1167,-11.2,93,100,1.34,SE,1705712119
301,pavlodar,52.3,76.95,-17.11,85,75,4.0,KZ,1705712119
302,severo-yeniseyskiy,60.3725,93.0408,-21.35,100,100,0.89,RU,1705712119
303,punta alta,-38.8759,-62.0736,20.64,60,0,8.17,AR,1705712119
304,rongelap,11.1635,166.8941,26.03,74,91,11.19,MH,1705712120
305,barsukovskaya,44.7632,41.8191,8.08,85,100,2.54,RU,1705712120
306,edd,13.9297,41.6925,25.71,72,100,1.22,ER,1705712120
307,mweka,-4.85,21.5667,21.69,77,81,0.54,CD,1705712120
308,thompson,55.7435,-97.8558,-12.91,85,100,3.09,CA,1705712120
309,fereydunshahr,32.941,50.121,-2.46,41,100,1.1,IR,1705712120
310,tazacorte,28.629,-17.9293,17.54,74,40,5.14,ES,1705712120
311,debre birhan,9.6833,39.5333,10.6,85,100,1.41,ET,1705712121
312,santa ana,33.7456,-117.8678,22.01,61,75,3.6,US,1705711914
313,manta,-0.95,-80.7333,28.89,67,75,4.47,EC,1705712121
314,urangan,-25.3,152.9,31.78,73,26,4.02,AU,1705712121
315,rio grande,-32.035,-52.0986,25.06,94,100,4.04,BR,1705712121
316,as sulayyil,20.4607,45.5779,15.14,44,21,4.1,SA,1705712122
317,kirensk,57.7853,108.1119,-35.58,100,93,0.45,RU,1705712122
318,filadelfia,39.9523,-75.1638,-1.99,91,100,3.6,US,1705711951
319,huarmey,-10.0681,-78.1522,23.41,83,99,3.59,PE,1705712122
320,nan,18.8333,100.6667,16.01,94,0,1.54,TH,1705712122
321,puerto armuelles,8.2833,-82.8667,28.99,80,8,1.79,PA,1705712065
322,guerrero negro,27.9769,-114.0611,17.8,71,100,4.84,MX,1705712122
323,lionel town,17.8101,-77.2406,27.94,83,2,3.14,JM,1705712122
324,port alfred,-33.5906,26.891,19.54,80,5,3.13,ZA,1705712122
325,kruisfontein,-34.0033,24.7314,16.05,91,0,2.82,ZA,1705712123
326,mokhsogollokh,61.4681,128.9203,-37.65,100,99,0.62,RU,1705712123
327,happy valley-goose bay,53.3168,-60.3315,-1.83,74,100,3.09,CA,1705712123
328,molepolole,-24.4066,25.4951,18.09,67,51,2.92,BW,1705712123
329,kattivakkam,13.2167,80.3167,24.05,78,30,2.33,IN,1705712123
330,salina,38.8403,-97.6114,-12.16,70,0,3.09,US,1705712124
331,kalmunai,7.4167,81.8167,24.98,86,0,1.14,LK,1705712124
332,batamshinskiy,50.5594,58.2747,-10.8,85,100,4.85,KZ,1705712124
333,tazovsky,67.4667,78.7,-15.4,87,100,10.05,RU,1705712124
334,askoy,60.4092,5.226,-1.25,100,75,0.51,NO,1705712124
335,karratha,-20.7377,116.8463,30.61,60,6,5.84,AU,1705712124
336,letlhakeng,-24.0944,25.0298,18.12,69,45,2.81,BW,1705712124
337,santa cruz,-17.8,-63.1667,26.7,83,88,3.09,BO,1705712125
338,zahedan,29.4963,60.8629,1.95,100,0,3.09,IR,1705712125
339,toamasina,-18.1667,49.3833,23.0,100,75,3.09,MG,1705712125
340,malanje,-9.5402,16.341,15.87,98,9,1.93,AO,1705712125
341,crane,31.3974,-102.3501,2.01,28,0,5.1,US,1705712125
342,forster,-32.1667,152.5167,26.88,68,0,4.89,AU,1705712125
343,al fallujah,33.3538,43.7795,13.03,66,5,1.32,IQ,1705712125
344,cockburn town,21.4612,-71.1419,25.88,84,100,6.28,TC,1705711903
345,gladstone,-23.85,151.25,31.96,62,75,4.12,AU,1705712126
346,shenjiamen,29.9576,122.298,7.76,93,100,8.61,CN,1705712126
347,newman,37.3138,-121.0208,14.6,94,100,0.45,US,1705712126
348,grenaa,56.4158,10.8783,4.12,96,100,13.22,DK,1705712126
349,tan-tan,28.438,-11.1032,15.81,88,59,4.23,MA,1705712120
350,gizo,-8.103,156.8419,27.57,84,100,4.75,SB,1705712126
351,antsiranana,-12.2787,49.2917,25.65,90,100,8.18,MG,1705712126
352,ayr,55.4627,-4.6339,6.95,70,20,7.2,GB,1705712126
353,anna regina,7.2644,-58.5077,25.99,77,5,4.63,GY,1705712127
354,coihueco,-36.6167,-71.8333,26.41,32,0,5.14,CL,1705711893
355,ma'an,26.9775,110.7211,3.86,85,100,2.42,CN,1705712127
356,isla mujeres,21.2311,-86.731,25.09,81,81,2.76,MX,1705712127
357,serhetabat,35.2799,62.3438,2.15,83,2,0.25,TM,1705712127
358,parfino,57.9731,31.6481,-8.65,94,96,2.11,RU,1705712127
359,ilhabela,-23.7781,-45.3581,26.37,85,9,2.36,BR,1705712128
360,daruvar,45.5906,17.225,-2.5,88,100,1.69,HR,1705712128
361,barcelos,41.5388,-8.6151,9.91,86,8,1.39,PT,1705712128
362,mount pearl,47.5166,-52.7813,-2.86,79,100,15.43,CA,1705712128
363,gaspe,48.8334,-64.4819,-7.05,73,0,4.12,CA,1705712128
